date,title,description,url
2025-08-05T14:25:00+00:00,"Biggest part of the U.S. economy barely grows in July, ISM finds, due to tariff knock-on effects",ISM services index shows higher inflation and less employment,https://www.marketwatch.com/story/biggest-part-of-the-u-s-economy-barely-grows-in-july-ism-finds-due-to-tariff-knock-on-effects-8d732689
2025-08-05T14:07:00+00:00,Palantir skeptics double down on a concern that investors have been better off ignoring,"Many analysts note that Palantir’s stock is expensive, but that hasn’t stopped the S&P 500’s top performer from adding to its huge gains.",https://www.marketwatch.com/story/palantir-skeptics-double-down-on-a-concern-that-investors-have-been-better-off-ignoring-70f85bee
2025-08-05T14:00:01+00:00,"I’m a neurologist—to keep my brain safe and healthy, I never eat these 4 foods","To keep his brain healthy and safe, Baibing Chen avoids a few foods. He is a neurologist and epileptologist practicing at the University of Michigan.",https://www.cnbc.com/2025/08/05/im-a-neurologist-to-keep-my-brain-safe-and-healthy-i-always-avoid-these-foods.html
2025-08-05T13:32:06+00:00,"These 10 jobs are the least AI-safe, according to new Microsoft report: 5 are in customer service","Many of todays white-collar jobs require tasks that AI chatbots can carry out. Here are the 10 least AI-safe careers, according to new Microsoft data.",https://www.cnbc.com/2025/08/05/these-10-jobs-are-the-least-ai-safe-according-to-new-microsoft-report.html
2025-08-05T13:29:17+00:00,Jim Cramer's top 10 things to watch in the stock market Tuesday,Wall Street was heading for a modestly higher open.,https://www.cnbc.com/2025/08/05/jim-cramers-top-10-things-to-watch-in-the-stock-market-tuesday.html
2025-08-05T13:29:08+00:00,"Palantir stock pops 7% after blowout quarter driven by AI, efficiency demand","Palantir shares popped more than 7% after the software analytics provider lifted its full-year outlook, benefitting from ongoing AI tailwinds.",https://www.cnbc.com/2025/08/05/palantir-stock-earnings-ai-karp.html
"Thu, 07 Aug 2025 12:59:00 GMT",Paramount Skydance Merger Finally Closes - Deadline,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxNZjhYUWtFazB6WWlXa2l4a0laWVp1UFNvZEpMYmsydFNOYXdUdmlXRi1sZlhYdHo2VElnQVdyZGROa1VFTno2alZFbUZmeDJzN1NTelFFZm9TNGIwNmM5SEwtT2JHYy1DdmJEZzBxUlZySGVEZThuOGxoaEZKUDdXN0VIWlVRLXJhT1J2MC1WQmc?oc=5"" target=""_blank"">Paramount Skydance Merger Finally Closes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Deadline</font>",https://news.google.com/rss/articles/CBMikAFBVV95cUxNZjhYUWtFazB6WWlXa2l4a0laWVp1UFNvZEpMYmsydFNOYXdUdmlXRi1sZlhYdHo2VElnQVdyZGROa1VFTno2alZFbUZmeDJzN1NTelFFZm9TNGIwNmM5SEwtT2JHYy1DdmJEZzBxUlZySGVEZThuOGxoaEZKUDdXN0VIWlVRLXJhT1J2MC1WQmc?oc=5
"Thu, 07 Aug 2025 12:49:00 GMT","Skydance Closes $8 Billion Paramount Acquisition: ‘Today Marks Day One of a New Paramount,’ David Ellison Says - Variety","<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxPSWx4aU5hbHdZVmpYQnhwLWNITFN3dk5zM1dIV2k4NEROSDdDNzRsXzgxYUxTWG1WdDdWVGxINktLcERGbVBxVlh5QjhxWmFzQUxieTB0MWxjMExYZWZxMXF4NTg2Qk9fMk9ET2JZYU52ZlRsT20yQWt5bnhRaHdNRg?oc=5"" target=""_blank"">Skydance Closes $8 Billion Paramount Acquisition: ‘Today Marks Day One of a New Paramount,’ David Ellison Says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Variety</font>",https://news.google.com/rss/articles/CBMigAFBVV95cUxPSWx4aU5hbHdZVmpYQnhwLWNITFN3dk5zM1dIV2k4NEROSDdDNzRsXzgxYUxTWG1WdDdWVGxINktLcERGbVBxVlh5QjhxWmFzQUxieTB0MWxjMExYZWZxMXF4NTg2Qk9fMk9ET2JZYU52ZlRsT20yQWt5bnhRaHdNRg?oc=5
"Thu, 07 Aug 2025 12:14:58 GMT",Discover this week's must-read finance stories - The World Economic Forum,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxQc0dTREdBRk01aF9NR3JRWXI3STI5Sk1EVTlobEZqTHY2VlJKQ3owTUVGUWZWNTFjbGZoRzRKQzBvaWVfY0dsd19uN3lieVFYRWtnci05cW9UTEdzUGk2eFB5UDRWYkJLYVQ3ay1vWDV3MXI1MkpSX2syRGVRTUFqNEdqdVl4U3Q2d1BUUkFZVklBLTZUVWhhRl81azFCeWxmRl9vNE4xdVo?oc=5"" target=""_blank"">Discover this week's must-read finance stories</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The World Economic Forum</font>",https://news.google.com/rss/articles/CBMiqAFBVV95cUxQc0dTREdBRk01aF9NR3JRWXI3STI5Sk1EVTlobEZqTHY2VlJKQ3owTUVGUWZWNTFjbGZoRzRKQzBvaWVfY0dsd19uN3lieVFYRWtnci05cW9UTEdzUGk2eFB5UDRWYkJLYVQ3ay1vWDV3MXI1MkpSX2syRGVRTUFqNEdqdVl4U3Q2d1BUUkFZVklBLTZUVWhhRl81azFCeWxmRl9vNE4xdVo?oc=5
"Thu, 07 Aug 2025 12:50:37 GMT","Skydance Takes Over Paramount, and a New Era Begins - The New York Times","<a href=""https://news.google.com/rss/articles/CBMihwFBVV95cUxQQl9jMmdHM2hVaHdNckprQVRsdzZxQnVHblJiZklqV1VFQ3hoOVlPZVJSNmZfbUgxdm52Zkl4dWtZbUV6Mlk0VnBkSUpLdVJodDNHcmNsa19wQ1NDaVFmZnZXWjhfcGJ1anJvR05iUDRZZDdLZzNWNGFTcGZ2eFRNQmpkUC1rWlE?oc=5"" target=""_blank"">Skydance Takes Over Paramount, and a New Era Begins</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",https://news.google.com/rss/articles/CBMihwFBVV95cUxQQl9jMmdHM2hVaHdNckprQVRsdzZxQnVHblJiZklqV1VFQ3hoOVlPZVJSNmZfbUgxdm52Zkl4dWtZbUV6Mlk0VnBkSUpLdVJodDNHcmNsa19wQ1NDaVFmZnZXWjhfcGJ1anJvR05iUDRZZDdLZzNWNGFTcGZ2eFRNQmpkUC1rWlE?oc=5
"Thu, 07 Aug 2025 13:32:10 GMT","Trump tariffs live updates: Trump boasts of tariff billions, vows to punish China for Russian oil - Yahoo Finance","<a href=""https://news.google.com/rss/articles/CBMi3wFBVV95cUxNS0NsZjNhY2F6V3cwRnNnMldXNEticUdNWjBpRklyWGVvNTJsS09VVjRGdjZGZEZsajJNOS0zUVVPc3N0TE82SndaanFxNXpxRlZENDNONnM5QUtJdUFKaDdUMjN4UkxGZ2ZlR0JhazB3dUVWRTloZXN2SllnSDZFa1hvOWR2SFdVQXRFY2ZjR045aHhwZ3I5M3A4YThNS19GV1ZfZ2VvSzF0S2Rwc1hOQnFwR0JOTTdkSUhMYWRPR1VaZkhUc1lXeUFWMGREYlRuRjBVN3Z1Z0VxRlpLYVFB?oc=5"" target=""_blank"">Trump tariffs live updates: Trump boasts of tariff billions, vows to punish China for Russian oil</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",https://news.google.com/rss/articles/CBMi3wFBVV95cUxNS0NsZjNhY2F6V3cwRnNnMldXNEticUdNWjBpRklyWGVvNTJsS09VVjRGdjZGZEZsajJNOS0zUVVPc3N0TE82SndaanFxNXpxRlZENDNONnM5QUtJdUFKaDdUMjN4UkxGZ2ZlR0JhazB3dUVWRTloZXN2SllnSDZFa1hvOWR2SFdVQXRFY2ZjR045aHhwZ3I5M3A4YThNS19GV1ZfZ2VvSzF0S2Rwc1hOQnFwR0JOTTdkSUhMYWRPR1VaZkhUc1lXeUFWMGREYlRuRjBVN3Z1Z0VxRlpLYVFB?oc=5
"Thu, 07 Aug 2025 12:01:00 GMT","E-News | When it comes to finance, ‘normal’ data is actually pretty weird - West Virginia University","<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxNNldrbmN5WDBKODhmbzduMTBZaXk3ZUM2N0FuY3AxRmdhOU1wTzJSRWlsdDVoamRCR2RDTzhNZjJYZ2tubURVQUhkRHlLTEtLcW1BblM0enhfcDZ3ZndpaEZWS2ttRnljcGxmT3FESWNxZkp4RngwZDI5N0lOTVRXT211bll6YS1mRzhQQl9zNGdMa1RMVzFxS1EyRmlZNmtIdURhNG53?oc=5"" target=""_blank"">E-News | When it comes to finance, ‘normal’ data is actually pretty weird</a>&nbsp;&nbsp;<font color=""#6f6f6f"">West Virginia University</font>",https://news.google.com/rss/articles/CBMipgFBVV95cUxNNldrbmN5WDBKODhmbzduMTBZaXk3ZUM2N0FuY3AxRmdhOU1wTzJSRWlsdDVoamRCR2RDTzhNZjJYZ2tubURVQUhkRHlLTEtLcW1BblM0enhfcDZ3ZndpaEZWS2ttRnljcGxmT3FESWNxZkp4RngwZDI5N0lOTVRXT211bll6YS1mRzhQQl9zNGdMa1RMVzFxS1EyRmlZNmtIdURhNG53?oc=5
"Wed, 06 Aug 2025 22:21:12 GMT",FTC seeks to block Edwards Lifesciences' acquisition of JenaValve - Reuters,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxNRm9GNDZPbS15REtFdUlFZjQwdjhCS2JjMGJKS29CVnp2WjlldjV2OE1EMGhFSEpZOHA1TXZySDhGdlFlbzhwTW41akloTzFtWi02Rjl4bFkyZlJwUUx3SEZKNWpIaVdTRDNVNTc5WWl4T2VkZGt4ZHRiTy1hUHlEQkU3Z2FsZlNMamtVVzRTSTJ1dTBzSTBESzN1UXgxUFRJTWxtOURON0J2dUFZNDdBZw?oc=5"" target=""_blank"">FTC seeks to block Edwards Lifesciences' acquisition of JenaValve</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxNRm9GNDZPbS15REtFdUlFZjQwdjhCS2JjMGJKS29CVnp2WjlldjV2OE1EMGhFSEpZOHA1TXZySDhGdlFlbzhwTW41akloTzFtWi02Rjl4bFkyZlJwUUx3SEZKNWpIaVdTRDNVNTc5WWl4T2VkZGt4ZHRiTy1hUHlEQkU3Z2FsZlNMamtVVzRTSTJ1dTBzSTBESzN1UXgxUFRJTWxtOURON0J2dUFZNDdBZw?oc=5
"Thu, 07 Aug 2025 04:56:20 GMT",Colorado becomes second state to require pre-merger notifications - Axios,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTE9iQV8xdE4zeUlFVl9JUEstVjlUQzlSNUhPcmloRWJvNkhqSmVjeklkNUdlMWNJSTFCMkZTTnN6YktoajlmejYyNzljLU1BcGd1WEtDMkFUYnYtWEF1djVvc2FiS2drcmxaSkRJR3JwSGdlY2xHdnRxdXBSeU5sUQ?oc=5"" target=""_blank"">Colorado becomes second state to require pre-merger notifications</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>",https://news.google.com/rss/articles/CBMifkFVX3lxTE9iQV8xdE4zeUlFVl9JUEstVjlUQzlSNUhPcmloRWJvNkhqSmVjeklkNUdlMWNJSTFCMkZTTnN6YktoajlmejYyNzljLU1BcGd1WEtDMkFUYnYtWEF1djVvc2FiS2drcmxaSkRJR3JwSGdlY2xHdnRxdXBSeU5sUQ?oc=5
"Thu, 07 Aug 2025 09:46:06 GMT",Two birds with one stone: can green finance drive the circular economy? - Nature,"<a href=""https://news.google.com/rss/articles/CBMiX0FVX3lxTE03Z1AtcU1RaUZrN2hqcnk4ci1NcWhDTG92bzU3WWJfYWV2XzVYcXN3NGNsWnRkUTZZMlV2YXpocWtJZ1ZJOUl6UGVPM3RNY1FuUTNoMU5nUGcxMVM3cWc0?oc=5"" target=""_blank"">Two birds with one stone: can green finance drive the circular economy?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Nature</font>",https://news.google.com/rss/articles/CBMiX0FVX3lxTE03Z1AtcU1RaUZrN2hqcnk4ci1NcWhDTG92bzU3WWJfYWV2XzVYcXN3NGNsWnRkUTZZMlV2YXpocWtJZ1ZJOUl6UGVPM3RNY1FuUTNoMU5nUGcxMVM3cWc0?oc=5
"Thu, 07 Aug 2025 10:05:00 GMT",HPE got tangled in MAGA conspiracy theories and now its $14 billion merger with Juniper could be thrown out - Fortune,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxQbDBtcUNrX2ZqZ0ZYOUJSOVZNcU1WR2gzM0lUMDB0LUpWSHNEZHN0c0ZISnJrWUlNNEU0RUtQVFY5enozcU9aNjhLTWJBOXh3WXZDTXdhX1E2d3N5TXhRLTF5aDVrbXYtajgxNENHRnhaMUktb3l6OFBoeUluV0Jva2xYQldEbmlKSEgxQndZeTJ6UQ?oc=5"" target=""_blank"">HPE got tangled in MAGA conspiracy theories and now its $14 billion merger with Juniper could be thrown out</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fortune</font>",https://news.google.com/rss/articles/CBMikgFBVV95cUxQbDBtcUNrX2ZqZ0ZYOUJSOVZNcU1WR2gzM0lUMDB0LUpWSHNEZHN0c0ZISnJrWUlNNEU0RUtQVFY5enozcU9aNjhLTWJBOXh3WXZDTXdhX1E2d3N5TXhRLTF5aDVrbXYtajgxNENHRnhaMUktb3l6OFBoeUluV0Jva2xYQldEbmlKSEgxQndZeTJ6UQ?oc=5
2025-08-07 15:01:36,US startup Lyten to buy bankrupt European battery maker Northvolt,,https://www.investing.com/news/stock-market-news/us-startup-lyten-to-buy-troubled-european-battery-maker-northvolt-4177425
2025-08-07 15:00:58,Reactions to Trump demanding Intel CEO's resignation,,https://www.investing.com/news/stock-market-news/reactions-to-trump-demanding-intel-ceos-resignation-4177582
2025-08-07 15:00:04,Norway stocks lower at close of trade; Oslo OBX down 0.31%,,https://www.investing.com/news/stock-market-news/norway-stocks-lower-at-close-of-trade-oslo-obx-down-031-4177581
2025-08-07 14:55:44,Israel stocks higher at close of trade; TA 35 up 0.10%,,https://www.investing.com/news/stock-market-news/israel-stocks-higher-at-close-of-trade-ta-35-up-010-4177568
2025-08-07 14:55:03,Greece stocks higher at close of trade; Athens General Composite up 1.38%,,https://www.investing.com/news/stock-market-news/greece-stocks-higher-at-close-of-trade-athens-general-composite-up-138-4177567
2025-08-07 14:53:33,AT&T seeks over $2 billion for Mexico unit sale - Bloomberg,,https://www.investing.com/news/stock-market-news/att-seeks-over-2-billion-for-mexico-unit-sale--bloomberg-93CH-4177554
2025-08-07 14:51:47,Analysts cut Fortinet rating shares as firewall refresh catalyst fizzles out,,https://www.investing.com/news/stock-market-news/analysts-cut-fortinet-rating-shares-as-firewall-refresh-catalyst-fizzles-out-4177545
2025-08-07 14:50:56,Space tech developer Firefly's shares set to open nearly 29% above IPO price,,https://www.investing.com/news/stock-market-news/firefly-aerospace-set-to-debut-after-largest-us-space-ipo-of-the-year-4176128
2025-08-07 14:50:41,Bombardier to grow private jet aftermarket service across US,,https://www.investing.com/news/stock-market-news/bombardier-to-expand-aftermarket-service-centers-across-multiple-us-locations-4177004
2025-08-07 14:46:01,"US expects $50 billion a month in tariff revenues, US Commerce chief Lutnick says",,https://www.investing.com/news/stock-market-news/us-expects-50-billion-a-month-in-tariff-revenues-lutnick-says-4177141
2025-08-07 15:01:36,US startup Lyten to buy bankrupt European battery maker Northvolt,,https://www.investing.com/news/stock-market-news/us-startup-lyten-to-buy-troubled-european-battery-maker-northvolt-4177425
2025-08-07 15:00:58,Reactions to Trump demanding Intel CEO's resignation,,https://www.investing.com/news/stock-market-news/reactions-to-trump-demanding-intel-ceos-resignation-4177582
2025-08-07 15:00:04,Norway stocks lower at close of trade; Oslo OBX down 0.31%,,https://www.investing.com/news/stock-market-news/norway-stocks-lower-at-close-of-trade-oslo-obx-down-031-4177581
2025-08-07 14:55:44,Israel stocks higher at close of trade; TA 35 up 0.10%,,https://www.investing.com/news/stock-market-news/israel-stocks-higher-at-close-of-trade-ta-35-up-010-4177568
2025-08-07 14:55:03,Greece stocks higher at close of trade; Athens General Composite up 1.38%,,https://www.investing.com/news/stock-market-news/greece-stocks-higher-at-close-of-trade-athens-general-composite-up-138-4177567
2025-08-07 14:53:33,AT&T seeks over $2 billion for Mexico unit sale - Bloomberg,,https://www.investing.com/news/stock-market-news/att-seeks-over-2-billion-for-mexico-unit-sale--bloomberg-93CH-4177554
2025-08-07 14:51:47,Analysts cut Fortinet rating shares as firewall refresh catalyst fizzles out,,https://www.investing.com/news/stock-market-news/analysts-cut-fortinet-rating-shares-as-firewall-refresh-catalyst-fizzles-out-4177545
2025-08-07 14:50:56,Space tech developer Firefly's shares set to open nearly 29% above IPO price,,https://www.investing.com/news/stock-market-news/firefly-aerospace-set-to-debut-after-largest-us-space-ipo-of-the-year-4176128
2025-08-07 14:50:41,Bombardier to grow private jet aftermarket service across US,,https://www.investing.com/news/stock-market-news/bombardier-to-expand-aftermarket-service-centers-across-multiple-us-locations-4177004
2025-08-07 14:46:01,"US expects $50 billion a month in tariff revenues, US Commerce chief Lutnick says",,https://www.investing.com/news/stock-market-news/us-expects-50-billion-a-month-in-tariff-revenues-lutnick-says-4177141
2025-08-07T13:39:03.353,Mexico Inflation Rate Eases to 2020-Lows in July,"Mexico’s annual inflation rate slowed to 3.51% in July 2025 from 4.32% in June, broadly in line with market expectations of 3.53%. This marks the lowest year-on-year inflation rate since 2020. Price increases eased for agricultural products (0.17% vs 5.04%), energy (0.78% vs 3.56%), and services (4.44% vs 4.62%). Meanwhile, inflation accelerated for goods (4.02% vs 3.91%) and for food, beverages, and tobacco (5.13% vs 4.89%). Core inflation edged down slightly to 4.23% from 4.24% in June. On a monthly basis, consumer prices rose 0.27%, just below the 0.28% increase recorded in the previous month.",/mexico/inflation-cpi
2025-08-07T13:00:17.6,Mexico's Auto Exports Continue to Rise,"Mexico’s car exports climbed by 7.9% year-on-year to 289,598 units in July 2025, following a 14% jump in the prior month. Among the main exporters, shipments increased primarily for Volkswagen (+30.6% to 30,682), Stellantis (+24.3% to 32,479) and General Motors (+22% to 69,707). However, steep declines were recorded for BMW Group (-38.2% to 7,210), Honda (-20.9% to 20,233) and Mercedes-Benz (-17.7% to 6,082). In the first six months of 2025, exports fell by 1.4% to 1.96 million units. The United States was the main destination, accounting for 79.3% of total, followed by Canada (10.9%) and Germany (2.8%).",/mexico/auto-exports
2025-08-07T12:21:57.55,Mexico’s Car Output Up for 2nd Month,"Mexico's car production rose by 2.4% year-on-year to 309,453 units in July 2025, following a 4.9% increase in the prior month, signaling resilience in the sector despite the ongoing harmful US trade policy.  Among major automakers, the strongest increases were observed for Stellantis (+42% to 38,821), Toyota (+13.3% to 22,881), Nissan (+11.7% to 47,452) and BMW (+10.5% to 9,106). Conversely, production declined significantly for Mercedes-Benz (-34.7% to 4,625), Mazda (-28.7% to 11,210), Audi (-13.8% to 14,957), Honda (-12.3% to 17,060), KIA (-12.3% to 18,600) and Volkswagen (-9.9% to 27,219). In the first six months of 2025, total vehicle output edged up 0.7% to 2.32 million units.",/mexico/car-production
2025-08-07T06:32:11.12,Thailand Consumer Confidence at 2½-Year Low,"The University of the Thai Chamber of Commerce’s consumer confidence index fell to 51.7 in July 2025, from 52.7 in the previous month. This marked the sixth consecutive month of decline and the lowest level since January 2023, driven largely by lingering concerns over US tariffs, a sluggish domestic economy, and political instability. Although the US recently lowered its tariff on Thai imports from 36% to 19%, uncertainty remains over potential duties on transshipped goods from third countries via Thailand. Additionally, University President Thanavath Phonvichai noted that the economy is showing signs of stagnation and requires additional stimulus, projecting GDP growth of just 1.7% in 2025—down from a 2.5% expansion in 2024. Further clouding the outlook and eroding confidence was the political turmoil following Prime Minister Paetongtarn Shinawatra’s suspension, as she awaits a court ruling concerning alleged mishandling of a phone call with former Cambodian Premier Hun Sen.",/thailand/consumer-confidence
2025-08-07T06:19:36.503,Sweden Inflation Edges Up to 0.8% in July,"Sweden’s annual inflation rate edged up to 0.8% in July 2025 from 0.7% in the previous month, but missing market expectations of 0.9%, a preliminary estimate showed. This marked the highest reading since February but remained well below the Riksbank’s 2% target. On a monthly basis, consumer prices advanced 0.2%, slowing from a 0.5% rise in June. Meanwhile, the CPI with a fixed interest rate (CPIF), the Riksbank’s target measure, rose 2.8% year-on-year in July, slightly easing from a 3.0% increase in the previous month and coming in below market forecasts of a 3.0% growth.",/sweden/inflation-cpi
2025-08-07T05:59:02.31,New Zealand Stocks End Little Changed,"New Zealand's benchmark S&P/NZX 50 index ended Thursday’s session nearly flat at 12,887, as investors stayed on the sidelines amid concerns over newly imposed US tariffs. The sweeping reciprocal tariffs have now taken effect, including a higher 15% duty on New Zealand exports. Meanwhile, trade data from China — New Zealand's largest trading partner — showed exports beat forecasts in July amid a fragile tariff truce between Beijing and Washington. Domestically, labor market data released this week pointed to continued softness, reinforcing expectations that the Reserve Bank of New Zealand could cut interest rates at its meeting later this month. On the corporate front, notable gainers included Spark NZ (+1.8%) and Chorus (+1.2%), while Contact Energy (-0.8%) and Summerset (-1.3%) were among the key decliners.",/new-zealand/stock-market
2025-08-07T03:10:16.943,New Zealand 2-Year Inflation Expectations at 2.28%,"The Reserve Bank of New Zealand's (RBNZ) quarterly survey of expectations showed that business managers forecast inflation at 2.28% for the next two years in Q3 2025, edging down from 2.29% in the previous three-month period. Additionally, one-year inflation expectations eased to 2.37% from 2.41%. Meanwhile, longer-term projections showed that five-year-ahead inflation expectations increased to 2.26% from 2.18%, while ten-year expectations remained unchanged at 2.15%. As for interest rates, respondents forecast the Official Cash Rate (OCR) to be at 3.02% by the end of the September 2025 quarter, declining further to 2.86% by the end of the June 2026 quarter.",/new-zealand/inflation-expectations
2025-08-06T23:08:05.343,New Zealand Equities Rise in Early Trade,"The NZX 50 climbed 44 points, or 0.3%, to 12,924 in early trading on Thursday, after being flat in the previous session. The gain tracked a rise in US stock futures after President Trump announced a plan to impose steep new tariffs on semiconductor imports. Wednesday's data also lifted sentiment, as the unemployment rate in New Zealand rose to its highest level since Q3 of 2020, raising hopes of interest rate cuts by the RBNZ at its upcoming meeting. However, traders were awaiting the release of trade data from China—New Zealand's top trading partner—later today, amid signs of easing trade tensions between the US and China and continued weak domestic demand. Investors also kept a close eye on US trade policy after Washington imposed an additional 25% tariff on Indian goods. All sectors moved into the green, led by IT, energy, and communication services. Among the early gainers were Seek (up 1.3%), Ryman Healthcare (1.2%), Scales Corp. (0.9%), FC Investment (0.8%), and ANZ Group (0.6%).",/new-zealand/stock-market
2025-08-06T05:52:56.19,New Zealand Stocks Close Flat,"New Zealand's benchmark S&P/NZX 50 index ended flat at 12,880 on Wednesday, as investors digested the domestic jobs report. The unemployment rate edged up to a near five-year high of 5.2% in Q2, from 5.1% in Q1, but it was below the forecasted 5.3%. The data pointed to continued softness in the labor market, strengthening the case for a rate cut by the Reserve Bank of New Zealand at its meeting later this month. Markets are now pricing in a 90% chance of a 25bps cut, with the potential for further easing to a floor of 2.75% later this year or early next. Meanwhile, concerns persist over the outlook for New Zealand’s export-reliant economy, which faces a higher 15% US tariff set to take effect on August 7. Among notable large-cap movers, Infratil gained 1.3% and Spark NZ added 1%, while Auckland Intl Airport lost 1.2% and Meridian Energy slipped 0.9%.",/new-zealand/stock-market
2025-08-06T03:48:39.697,Thailand Consumer Prices Fall for 4th Month,"Consumer prices in Thailand fell by 0.70% year-on-year in July 2025, a steeper decline than the expected 0.45% drop and following a 0.25% decrease in June. This marked the fourth month of deflation, keeping inflation below the central bank’s 1%–3% target range. Despite the string of negative inflation readings, the Ministry of Commerce stated there were no signs of true deflation. A key factor behind was the decline in Dubai crude oil prices, following easing tensions in the Middle East after a ceasefire agreement. Other contributing factors included government measures to reduce living costs—such as cutting electricity rates from May to August—increased supplies of fresh vegetables, and promotional campaigns by large retailers aligned with the government’s stimulus efforts. Meanwhile, core consumer prices, rose 0.84% year-on-year, the slowest pace of growth in six months, slightly below the forecasted 0.90% and easing from a 1.06% gain in June.",/thailand/inflation-cpi
2025-08-06T02:56:07.24,NZ Dollar Rises on Weaker Greenback,"The New Zealand dollar rose to around $0.595, hitting a one-week high, as the US dollar continued to struggle amid higher prospects of interest rate cuts by the Federal Reserve. Mounting concerns about the US economy—particularly signs of a cooling labor market—have bolstered bets on a September rate cut. However, the kiwi's gains may be limited by a weaker-than-expected local jobs report. While New Zealand’s unemployment rate ticked up to a near five-year high of 5.2% in Q2, it was still a little below forecasts of 5.3%. This reinforced expectations that the Reserve Bank of New Zealand could cut rates at its meeting later this month. Markets now price in a 90% chance of a 25bps cut, with the potential for further easing to a floor of 2.75% later this year or early next. Adding to concerns, the Trump administration imposed a 15% tariff on New Zealand exports, effective August 7, potentially placing further strain on the country's export-driven economy.",/new-zealand/currency
2025-08-06T01:50:44.517,"Thailand Rolls Out THB 18.5 Billion Stimulus, Pays Border Conflict Victims","Thailand will spend THB 18.5 billion on stimulus measures to boost economic competitiveness, as it prepares for the impact of new U.S. tariffs, Deputy Finance Minister Julapun Amornvivat said Tuesday. The cabinet also authorized the government to draft a joint statement on trade with the U.S., though talks are still ongoing with no set signing date. The U.S. recently imposed a 19% tariff on Thai imports, lower than the earlier proposed 36% and more in line with regional peers. Julapun noted that an additional THB 25 billion remains available for tariff-related and broader relief efforts. Separately, the government approved compensation for victims of last month’s border conflict with Cambodia: THB 10 million for families of fallen officials, up to THB 1 million for injured personnel, THB 8 million for families of deceased civilians, and up to THB 800,000 for civilians wounded in the clashes.",/thailand/news
2025-08-05T23:08:30.47,New Zealand Shares Drop After Jobs Data Release,"Equities in New Zealand fell 24 points, or 0.2%, to 12,853 in morning trade on Wednesday, halting gains from the previous session after fresh data showed the unemployment rate rose to 5.2% in Q2 — the highest since Q3 2020 — though slightly below market expectations of 5.3%. The data raised concerns about New Zealand’s economic outlook, amid additional headwinds from newly announced 15% US tariffs. The NZX 50 tracked a downbeat session on Wall Street on Tuesday amid rising trade tensions, disappointing economic data, and mixed corporate earnings. Traders also continued to monitor the US trade tariff policy after President Donald Trump threatened to impose tariffs of up to 250% on pharmaceutical imports. Utilities, healthcare, consumer staples, and financials mainly dragged the index, with notable losses from Freightways (-1.2%), Westpac Banking Corporation (-1.2%), Fisher & Paykel (-0.9%), Briscoe Group (-0.7%), Ebos Group (-0.4%), and ANZ Group (-0.3%).",/new-zealand/stock-market
2025-08-05T22:51:47.413,New Zealand Jobless Rate Rises to 5.2% in Q2,"New Zealand's unemployment rate edged up to 5.2% in the June quarter of 2025, slightly above the previous quarter's 5.1% and in line with market expectations. The number of unemployed individuals rose to 158,000, up from 156,000 in March and marking an annual increase of 16,000 people, or 11.1%. Meanwhile, the seasonally adjusted labour force participation rate dipped to 70.5% from 70.7% in the previous quarter, indicating a slight contraction in workforce engagement. The underutilisation rate—a broader measure of spare labour capacity—also climbed to 12.8%, up from 12.4% in March and 11.9% a year earlier. These figures suggest growing slack in the labor market, adding pressure on policymakers as economic momentum continues to soften.",/new-zealand/unemployment-rate
2025-08-05T13:10:39.76,Mexico Gross Fixed Investment Drops for 9th Month,"Gross fixed investment in Mexico declined 7.1% year-on-year in May 2025, marking the ninth consecutive contraction, though improving from the 12.5% drop in April. The fall was mainly driven by a 10.3% decline in machinery and equipment investment, largely due to a 28.6% plunge in imported transport equipment. Overall investment in imported goods dropped 13.7%, while investment in national goods fell 4.8%. Construction activity also declined, with non-residential building down 17.5%, offsetting a 9.6% rise in residential construction. Public investment plunged 25.8%, and private investment decreased 4.9%. On a seasonally adjusted basis, gross fixed investment rose 0.9%, rebounding from a 1.6% drop in April.",/mexico/private-investment
